"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
"2",0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
"3",1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0
"4",1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
"5",1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0
"6",1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0
"7",0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1
"8",1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0
"9",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"10",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"11",1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"12",1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1
"13",1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
"14",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"15",1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0
"16",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"17",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"18",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0
"19",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"20",1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"21",0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"22",1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0
"23",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"24",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
"25",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"26",1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
"27",0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"28",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"29",1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
"30",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
"31",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
"32",0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1
"33",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"34",1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"35",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"36",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1
"37",1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0
"38",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"39",1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1
"40",1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"41",1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1
"42",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"43",0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"44",1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1
"45",1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1
"46",1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1
"47",1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"48",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"49",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"50",0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
"51",1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0
"52",0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1
"53",1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
"54",0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"55",1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1
"56",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"57",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"58",1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0
"59",1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0
"60",1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1
"61",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
"62",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"63",1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1
"64",1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1
"65",0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
"66",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"67",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"68",1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0
"69",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
"70",1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1
"71",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
"72",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
"73",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"74",1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0
"75",1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
"76",1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
"77",1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0
"78",1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
"79",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"80",0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"81",1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"82",1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0
"83",1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0
"84",0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
"85",1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0
"86",1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0
"87",1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1
"88",1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1
"89",1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
"90",1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1
"91",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"92",1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1
"93",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"94",0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"95",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"96",0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
"97",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"98",1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0
"99",1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
"100",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"101",1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"102",0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
"103",1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
"104",0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"105",1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1
"106",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"107",1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1
"108",1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1
"109",1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"110",1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
"111",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"112",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"113",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"114",0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"115",1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"116",1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"117",1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1
"118",1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0
"119",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"120",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"121",0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
"122",1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1
"123",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"124",1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0
"125",1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"126",1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
"127",0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0
"128",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0
"129",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
"130",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"131",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"132",1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"133",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
"134",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"135",0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"136",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0
"137",1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
"138",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"139",0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0
"140",0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1
"141",1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1
"142",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
"143",1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"144",1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1
"145",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"146",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"147",1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0
"148",1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1
"149",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
"150",1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1
"151",1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1
"152",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1
"153",1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
"154",1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"155",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"156",1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1
"157",1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
"158",1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
"159",0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
"160",1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0
"161",1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0
"162",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"163",1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"164",1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"165",1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1
"166",1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1
"167",1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0
"168",1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1
"169",1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"170",1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
"171",1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0
"172",1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
"173",1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0
"174",1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1
"175",1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1
"176",1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"177",0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0
"178",1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
"179",1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"180",1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
"181",1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
"182",1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
"183",0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0
"184",1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1
