"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"2",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"5",0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"6",0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"8",0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"9",0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"10",0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"11",0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"12",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"13",0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"14",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"16",1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"18",0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"19",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"20",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"21",1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"22",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"23",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
"24",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"25",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"26",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"28",0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
"29",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"30",0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"31",0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"32",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"33",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"34",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
"35",0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"36",1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
"37",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
"38",0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"39",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"40",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"41",0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
"42",0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"43",1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"44",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"46",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"47",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"48",0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"49",0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"50",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"51",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
"52",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"53",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"54",1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"55",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"56",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"57",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"58",0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0
"59",0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"60",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
"61",0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"62",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
"63",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"65",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
"66",0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"67",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"68",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"69",0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"70",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"71",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
"72",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"73",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"74",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"75",0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"76",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"77",0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"78",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"79",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"80",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"81",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"82",0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"83",0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"84",1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"85",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"86",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"87",0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"88",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"89",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"90",0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"91",0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
"92",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"93",1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
"94",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
"95",0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"96",0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"97",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"98",0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"99",0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"100",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"101",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"102",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"103",0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"104",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"105",0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
"106",0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"107",0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"108",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
"109",0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"110",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"111",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"112",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"113",1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"114",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"115",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"116",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"117",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"118",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"119",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
"120",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
"121",0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"122",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"123",0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"124",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"125",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
"126",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"127",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
"128",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"129",0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"130",0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"131",0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0
"132",1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"133",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0
"134",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"135",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"137",0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"138",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"139",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"140",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"141",1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
"142",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"143",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
"144",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"145",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"146",0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
"147",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"148",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"149",1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"150",0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"151",1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"152",1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"153",1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
"154",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"155",1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
"156",0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"157",1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"158",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"159",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"160",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"161",0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"162",0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"163",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"164",0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"165",1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
"166",0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"167",0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"168",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"169",0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
"170",0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"171",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"172",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"173",1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"174",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
"175",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"176",0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"177",1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"178",0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"179",1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"180",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"181",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"182",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"183",0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"184",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"185",1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
"186",1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"187",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"188",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
"189",0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
"190",1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0
"191",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"192",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"193",1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
"194",0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"195",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"196",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"197",0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"198",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
"199",0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"200",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
