"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2",0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"6",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"8",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"9",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"10",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"11",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
"12",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"13",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"14",0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"16",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"18",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"19",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"20",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"21",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"22",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"23",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"24",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"25",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"26",0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"27",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"28",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"30",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"31",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"32",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"33",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"34",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"35",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"36",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"37",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"38",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"39",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"40",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
"41",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"42",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
"43",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"44",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"45",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"46",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"47",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"48",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"49",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"50",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"51",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
"52",0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
"53",0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
"54",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"55",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
"56",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
"57",0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
"58",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"59",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"60",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"61",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"64",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"65",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"66",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
