"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"11",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"12",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"16",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"19",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"21",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"22",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"25",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"26",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"28",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"31",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"32",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"33",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"34",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"35",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"38",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"39",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"42",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"43",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"44",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"45",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"51",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"52",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"53",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"54",1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"55",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"56",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"57",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"62",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"63",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"67",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"69",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"70",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"71",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"72",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"73",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"75",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"77",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"78",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"79",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"80",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"81",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"83",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"85",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"86",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"87",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"88",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"89",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"91",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"92",0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"94",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"95",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"96",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"97",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"98",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"99",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"100",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"102",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"103",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"104",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"105",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"106",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"107",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"109",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"110",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"111",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"112",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"113",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"114",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"115",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"116",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"118",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"119",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"120",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"121",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"122",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"123",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"124",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"125",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"126",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"127",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"128",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"129",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"131",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"132",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"133",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"134",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"135",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"136",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"137",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"138",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"139",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"140",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"141",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"142",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"143",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"144",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
"147",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"148",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"149",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"150",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"151",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"152",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"153",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"154",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"155",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"156",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"157",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"159",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"160",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"161",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"162",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"163",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"165",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"166",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"167",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"170",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"173",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"175",0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"176",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"178",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"179",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"180",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"181",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"182",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"183",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"184",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"185",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"186",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"188",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
