"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0
"2",0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
"3",1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
"4",0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
"5",0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0
"6",0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
"7",1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
"8",0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1
"9",0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0
"10",1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
"11",0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
"12",0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1
"13",0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0
"14",0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
"15",0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
"16",0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
"17",1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0
"18",1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
"19",0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
"20",0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1
"21",1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0
"22",0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0
"23",0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
"24",1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0
"25",1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
