"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"2",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"3",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"5",0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"6",0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"7",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"8",0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"9",0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"10",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"11",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"12",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13",0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"14",0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
"15",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"16",0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"17",0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"18",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"19",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"20",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"21",0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
"22",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"23",0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"24",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"25",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
