"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0
"2",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1
"3",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0
"4",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
"5",1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0
"6",1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0
"7",1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
"8",1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
"9",0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
"10",1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
"11",1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0
"12",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1
"13",1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0
"14",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1
"15",1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
"16",1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0
"17",1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
"18",0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
"19",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1
"20",1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0
"21",0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0
"22",1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0
"23",0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
"24",1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1
"25",0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
"26",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
"27",1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
"28",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
"29",0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
"30",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
"31",0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
"32",1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
"33",1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
"34",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
"35",0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1
"36",1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0
"37",1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0
"38",0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1
"39",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
"40",0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1
"41",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0
"42",0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1
"43",1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0
"44",1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0
"45",1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
