"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0
"2",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"3",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"4",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"5",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
"6",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"7",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"8",1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"9",0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
"10",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
"11",0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"13",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
"14",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
"15",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
"16",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"17",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"18",0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"19",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"20",0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"21",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"22",1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
